tweet_id,safe_text,label,cleaned_text
PYEMFTOS,Making some breakfast then time to work on my MMR,positif,making breakfast time work mmr
II9MYEMQ,"Not one to get hot headed , but this stuff about people not vaccinating their kid is really making me pissed off 😒",négatif,"one get hot headed , stuff people vaccinating kids really making pissed 😒"
FAX2CQ18,HB3188 [ NEW ] Torts ; providing immunity for certain person producing risk-assessment report for school ; effect ... < url >,positif,hb3188 [ new ] torts ; providing immunity certain persons producing risk-assessment reports schools ; effect ... < url >
Y3BGWVIL,Get vaccinated boy “ < user > 33-y.o . West Hollywood man ha died after contracting meningococcal disease < url >,négatif,get vaccinated boys “ < user > 33-y.o . west hollywood man died contracting meningococcal disease < url >
HJXM9V2V,< url > But my friend from Colorado said NOT to vaccinate my child . Uh oh .,négatif,< url > friend colorado said vaccinate child . uh oh .
CGBNPTN8,< user > “ < user > Mexican authority investigating after 2 baby die - others sickened following vaccination : < url >,positif,< user > “ < user > mexican authorities investigating 2 babies die - others sickened following vaccination : < url >
WIU5VGRH,CNN : Schools have closed the 10th of February 2015 due to a measles outbreak . Check to see if your school is closed . < url >,positif,cnn : schools closed 10th february 2015 due measles outbreak . check see school closed . < url >
Y7T2DBA6,"SB550 [ Update ] In child protective service , further providing for definition , for immunity from liability , for ... < url >",positif,"sb550 [ update ] child protective services , providing definitions , immunity liability , ... < url >"
197PIM1I,< user > what I do n't understand is what 's the big deal about measles . Billions of people have had measles and no Long term effect .,positif,< user > n't understand 's big deal measles . billions people measles long term effects .
NR4M6RTM,Vax exemption rate are high in some AZ school RT < user > New study wade into the debate over vaccination < url >,positif,vax exemption rates high az schools rt < user > new study wades debate vaccinations < url >
FLJYIB7F,< user > feature in < user > for our work to improve appropriate vaccine utilization and population health ! < url >,négatif,< user > features < user > work improve appropriate vaccine utilization population health ! < url >
8VO17XGY,# choice for measles vaccination # nochoice for unplanned pregnancy # ChrisChristie,négatif,# choice measles vaccinations # nochoice unplanned pregnancies # chrischristie
1OUPJ4YL,Dr. Heaton say # Rotavirus kill 1/2 million kid worldwide . We have vaccine . No child should die of diarrhea . # WorldPolioDay < user >,négatif,dr. heaton says # rotavirus kills 1/2 million kids worldwide . vaccines . child die diarrhea . # worldpolioday < user >
E4FWRTKN,"Several whooping cough case locally and measles r coming back , Not vaccinating ur kid ? Keep them away from mine . < user > # GMA",négatif,"several whooping cough cases locally measles r coming back , vaccinating ur kids ? keep away mine . < user > # gma"
OCT5BMKD,Soooooo I just got told that sex give you cancer and measles ! ! ! Ahaha,positif,soooooo got told sex gives cancer measles ! ! ! ahaha
BV8C23JH,Ugh vaccinate your child PLEASE .,négatif,ugh vaccinate children please .
I1YSPNCP,"Austerity is not a Vaccine to Crisis ... It is a Parasite with Pandemic Potential ! It Drains Life , Killing Slowly ! # occupyLA",positif,"austerity vaccine crisis ... parasite pandemic potential ! drains life , killing slowly ! # occupyla"
VD2NJMGF,Plan for the day : make it through Disneyland without getting measles # AbbyAndGrassAndRatchelAndShel,positif,plan day : make disneyland without getting measles # abbyandgrassandratchelandshel
WCJSM8NJ,Let 's stop the return of disease that were almost extinct . # vaccineswork # letsprotectourkids # VaccinateYourKids,positif,let 's stop return diseases almost extinct . # vaccineswork # letsprotectourkids # vaccinateyourkids
QJMJ0A3L,Sip N Shop Come thru right now # Marjais # PopularNobodies # MMR 🙌🙌🙌🙌 @ Marjais SipNShop < url >,positif,sip n shop come thru right # marjais # popularnobodies # mmr 🙌🙌🙌🙌 @ marjais sipnshop < url >
JLH7JHF7,CDC Vaccine Price List Update < url >,positif,cdc vaccine price list update < url >
LG0HCBQ5,HB1425 [ Engross ] Immunization Records For Temporary Child Care < url >,positif,hb1425 [ engross ] immunization records temporary child care < url >
TIPOQLTW,EDC in Dc madhatterdc # mmr # edm # ragedc # teammmr # dj # dmv # dupontcircle # connecticutave # dc # rave… < url >,positif,edc dc madhatterdc # mmr # edm # ragedc # teammmr # dj # dmv # dupontcircle # connecticutave # dc # rave… < url >
5PECT065,Starting all my immunization today . It take 6 month to complete all the one you need for nursing school . Good thing I do n't mind needle,négatif,starting immunizations today . takes 6 months complete ones need nursing school . good thing n't mind needles
O4JANZLA,Lunch time ! # MMR # UTEP @ Fox Fine Arts < url >,positif,lunch time ! # mmr # utep @ fox fine arts < url >
TLYK6HUC,Experimental Ebola vaccine due in 2015 : Why the wait ? : The World Health Organization announced Saturday that a ... < url >,positif,experimental ebola vaccine due 2015 : wait ? : world health organization announced saturday ... < url >
KC6NL1G0,"I 'm late bt still time headed 2take the kids2get their flu vaccine , please all let go of the myth , get tht flu vaccine it 's killing people",négatif,"'m late bt still time headed 2take kids2get flu vaccines , please let go myths , get tht flu vaccine 's killing people"
59NY55RM,AIDS vaccine created at OHSU may clear virus from body : An HIV vaccine created by researcher at Oregon Health & amp ; ... < url >,positif,aids vaccine created ohsu may clear virus body : hiv vaccine created researchers oregon health & amp ; ... < url >
MP3YRCVU,Many On-Campus Residents Lack Measles Vaccination Records : More than a third of Illinois ’ college and universities… < url >,positif,many on-campus residents lack measles vaccination records : third illinois ’ colleges universities… < url >
ETI2KE0V,"Neurosurgeon Exposes Vaccines , CDC , FDA and Scien… : < url >",négatif,"neurosurgeon exposes vaccines , cdc , fda scien… : < url >"
UM0HI0VG,CDC urge measles vaccination amid Disneyland outbreak < url > # measles # Disneyland < url >,positif,cdc urges measles vaccinations amid disneyland outbreak < url > # measles # disneyland < url >
ES9FU8U7,Removing the Age Restrictions for Rotavirus Vaccination : A Benefit-Risk Modeling Analysis . < url >,positif,removing age restrictions rotavirus vaccination : benefit-risk modeling analysis . < url >
IKU81W3T,"Dear stupid , please just shut up already and vaccinate you child . # health # vaccinate # scotland",négatif,"dear stupid , please shut already vaccinate child . # health # vaccinate # scotland"
51CSK83R,"Measles and this year 's flu seem to have demonstrated that we were not fully prepared , possibly focusing elsewhere .",positif,"measles year 's flu seem demonstrated fully prepared , possibly focusing elsewhere ."
HF49K1G6,# measlesParties ? # parent are u serious ? ? ? Non-vaccinated # kid get exposure to build up immunity . # MeaslesOutbreak < url >,négatif,# measlesparties ? # parents u serious ? ? ? non-vaccinated # kids get exposure build immunity . # measlesoutbreak < url >
JUPKP8XN,White House : Science indicates parent should vaccinate kid < url >,négatif,white house : science indicates parents vaccinate kids < url >
HROALT92,"Bc vaccine do not at all . Autism is very complex related to lot of genetic factor , ha nothing to do with vaccine",négatif,"bc vaccines . autism complex related lots genetic factors , nothing vaccines"
5UDA3MRE,< user > < user > more parent are choosing to not vaccinate their kid for a variety of reason,positif,< user > < user > parents choosing vaccinate kids variety reasons
WGEEXUFA,< user > < user > < user > < user > < user > < user > < user > 13 confirmed vaccinated had measles . Patient 0 ? CDC ?,négatif,< user > < user > < user > < user > < user > < user > < user > 13 confirmed vaccinated measles . patient 0 ? cdc ?
OI1K55XG,"# MMR video , Wass funny a ' f ! ! ",positif,"# mmr video , wass funny ' f ! ! "
ACHTTN4X,Please vaccinate ! Most of the anti vaxx crap is either straight up lie or people with a fundamental misunderstanding of statistic and math,négatif,please vaccinate ! anti vaxx crap either straight lies people fundamental misunderstanding statistics math
7KLX6M13,Learn more about Measles by visiting : < url > < url >,positif,learn measles visiting : < url > < url >
TUD7N3UD,"Who care if I did n't vaccinate my daughter ? It 's not your problem it 's not your child , it 's MY child and my belief .",négatif,"cares n't vaccinate daughter ? 's problem 's child , 's child belief ."
WATOUKSL,Flooding Ya TimeLine 😘😘😍 @ MMR Studios < url >,positif,flooding ya timeline 😘😘😍 @ mmr studios < url >
4G1L7SCK,Those who didnt get their kid vaccinated because of Jenny McCarthy will never fall for a celebrity 's medical advice again . # sarcasm,négatif,didnt get kids vaccinated jenny mccarthy never fall celebrity 's medical advice . # sarcasm
2BB6U4OJ,Wan na share my measles ? # RejectedCandyHearts,positif,wan na share measles ? # rejectedcandyhearts
R6DXSJ4P,"< user > First , I am the person who cares4U in ER , no vaccine4EBOLA , hope is pt will Bhonest.My life , my kid life R at risk.NO COMPARASION",négatif,"< user > first , person cares4u er , vaccine4ebola , hope pt bhonest.my life , kids lives r risk.no comparasion"
S0ICKBGF,It is unbelievable that we still have vaccination holdout in the US - and we have break out of measles and other third world disease .,négatif,unbelievable still vaccination holdouts us - break outs measles third world disease .
5WGIK7IU,"< user > before vaccine available some parent 'd have chicken pox party , to which they would bring their healthy kid to expose to virus",négatif,"< user > vaccine available parents 'd chicken pox party , would bring healthy kids expose virus"
SL8QLWE5,5 child at Illinois day care diagnosed with measles < url >,positif,5 children illinois day care diagnosed measles < url >
OE6LBHIA,< user > < user > Hopefully we can have a national policy that requires every one to get immunize unless it pose a health risk to them,négatif,< user > < user > hopefully national policy requires every one get immunize unless poses health risk
V8ADYWQP,Mark Zuckerberg get his baby vaccinated . Debate ensues . < url >,négatif,mark zuckerberg gets baby vaccinated . debate ensues . < url >
I0ZZX7L9,"Health Economist , Vaccine Access and Delivery , Seattle , Washington , United States < user > # job < url >",positif,"health economist , vaccine access delivery , seattle , washington , united states < user > # jobs < url >"
BWEG2EB9,"Get Vaccinated , Health Officials Warn : Measles Is Back In Michigan : Measles is making a comeback.The Michigan… < url >",négatif,"get vaccinated , health officials warn : measles back michigan : measles making comeback.the michigan… < url >"
VEOKV6RY,< user > < user > Had to get my MMR redone b/c one did n't show up on the blood test . # I'mgoodnow Not b/c of any mandate though .,négatif,< user > < user > get mmr redone b/c one n't show blood test . # i'mgoodnow b/c mandate though .
HZB9L862,“ < user > An 18-month-old who had not been vaccinated against measles ha died of the virus . < url >,négatif,“ < user > 18-month-old vaccinated measles died virus . < url >
Q7MDQ8I9,< user > really ? this from a person who post that vaccine are safe . Prove that ! There should be a BUT ... NOT 100 % . Instead U mislead ppl .,négatif,< user > really ? person posts vaccines safe . prove ! ... 100 % . instead u mislead ppl .
JJC1Y3IJ,< user > < user > how about a segment on HPV instead of giggling about Michael Douglas . It 's a serious disease . Oh and there 's a vaccine .,négatif,< user > < user > segment hpv instead giggling michael douglas . 's serious disease . oh 's vaccine .
XUK2R9C8,I think it 's insanity when people do n't vaccinate their pet ... Why the hell would you think about not vaccinating your child ?,négatif,think 's insanity people n't vaccinate pets ... hell would think vaccinating children ?
26PNSJFC,Health department packed . Chyy y'all better get y'all child immunization shot .,négatif,health department packed . chyy y'all better get y'all child immunization shot .
K93VGZBB,Will we have to wait until police officer kill innocent child of legislator/judge before impunity/immunity stop ? # CopsGoneWild # CopBlock,positif,wait police officer kills innocent child legislator/judge impunity/immunity stops ? # copsgonewild # copblock
RZ4WXO29,If # vaccineswork & amp ; are safe a advertised then why is the government running a Vaccine Injury Compensation Fund ? < url >,négatif,# vaccineswork & amp ; safe advertised government running vaccine injury compensation fund ? < url >
LVRH3QQ5,Some Washington lawmaker pushing for vaccine mandate for childhood illness < url >,négatif,washington lawmakers pushing vaccine mandate childhood illnesses < url >
37QRVTCX,Video coming soon ........... haze_thegreat < user > < user > vernest_brownjr # MMR… < url >,positif,video coming soon ........... haze_thegreat < user > < user > vernest_brownjr # mmr… < url >
LE5RFEIM,Infants Diagnosed With Measles at Suburban KinderCare | NBC Chicago < url >,positif,infants diagnosed measles suburban kindercare | nbc chicago < url >
ZVE9K97J,"CDC : Flu Vaccine Averts Millions Of Illnesses : By Dr. Brian McDonough , Medical EditorPHILADELPHIA ( CBS ) - ... < url >",négatif,"cdc : flu vaccine averts millions illnesses : dr. brian mcdonough , medical editorphiladelphia ( cbs ) - ... < url >"
PF3H6MYU,"Watching Science Olympiad trivia game . Answers : Meson , tunneling electron microscope , German measles , unity matrix < url >",positif,"watching science olympiad trivia game . answers : meson , tunneling electron microscope , german measles , unity matrix < url >"
05EKO7JK,Why is China having # measles outbreak w 99 % compliance 2 # MMR # vaccine ? # vaccineswork ? ? ?,positif,china # measles outbreaks w 99 % compliance 2 # mmr # vaccine ? # vaccineswork ? ? ?
OI6YK72L,US to begin safety testing Ebola vaccine next week < url >,positif,us begin safety testing ebola vaccine next week < url >
LM3SAOFO,< user > < user > measles ha been airborne for century . All it take is one infected person to spread .,positif,< user > < user > measles airborne centuries . takes one infected person spread .
73OT6RM1,< user > measles for everyone ! ! 😷😷😷😷😷,positif,< user > measles everyone ! ! 😷😷😷😷😷
C98L363J,President Eva Davis talk to our member about the Measles Initiative ! It only cost $ 1 to vaccinate a child ! 💉 < url >,négatif,president eva davis talks members measles initiative ! costs $ 1 vaccinate child ! 💉 < url >
SGDEE047,< user > < user > < user > vaccine kill baby .. pas it on < url >,négatif,< user > < user > < user > vaccines kill babies .. pass < url >
73ZCO0Q1,Thanks Mont . Twnshp . PD for taking care of MMR . We 're dog-gone lucky to have you ! < url >,positif,thanks mont . twnshp . pd taking care mmr . 're dog-gone lucky ! < url >
EAMOKKL3,Unvac student exposed thousand to measles in CA . Danger to immunocompromised and those too young for the vaccine . < url >,négatif,unvac student exposed thousands measles ca . danger immunocompromised young vaccine . < url >
3HVWLY3V,"< user > < user > I do . I am of the age that should have had kid ' virus , but did n't , I avoid sick kid cuz no MMR shot a adult .",positif,"< user > < user > . age kids ' viruses , n't , avoid sick kids cuz mmr shot adult ."
PT0XTQNE,Me a a doctor : '' Knock knock '' Who 's there '' '' Polly '' '' Polly who '' '' POLIO BECAUSE YOU DIDNT VACCINATE YOUR CHILD '',négatif,doctor : '' knock knock '' 's '' '' polly '' '' polly '' '' polio didnt vaccinate child ''
WYO765BF,"Help < user > protect 10,000 child against measles and other deadly disease < url > < user > # vaccineswork",négatif,"help < user > protect 10,000 children measles deadly diseases < url > < user > # vaccineswork"
QYPOT6PW,"Vaccinate your kid , people . Seriously . Do n't let your mental sickness give your kid something more life threatening .",négatif,"vaccinate kids , people . seriously . n't let mental sickness give kids something life threatening ."
49RAVDCK,< user > ofc not all match but a good handful of them unless we can get everyone else 's mmr up,positif,< user > ofc matches good handful unless get everyone else 's mmr
JELNT4EN,Vaccinating Kids A Topic At San Diego Pediatricians Meeting : Unvaccinated child will be one of the topic this… < url >,positif,vaccinating kids topic san diego pediatricians meeting : unvaccinated children one topics this… < url >
C1OG2TDS,`` Children getting ill after vaccination '' Shame on him . He is commenting about vaccination based on rumor . He defy 's evidence 4 rumor '',négatif,`` children getting ill vaccinations '' shame . commenting vaccinations based rumors . defy 's evidence 4 rumors ''
MD4FNV57,“ < user > Vaccinate your damn kids. ” PREACH.🙌,négatif,“ < user > vaccinate damn kids. ” preach.🙌
E6PEDT5L,< user > the whole vaccine-autism link allegation began with a fraudulent paper by Andrew Wakefield < url >,négatif,< user > whole vaccine-autism link allegation began fraudulent paper andrew wakefield < url >
M9YXRJDD,You should not vaccinate your child unless you are absolutely sure you love them .,négatif,vaccinate children unless absolutely sure love .
E6PST92X,Anti-vaxxers now have a child 's book extolling the virtue of getting measles < url >,négatif,anti-vaxxers children 's book extolling virtues getting measles < url >
SFZVQSBE,RT < user > Protect # yourself and your # baby this # flu season . Stay # healthy . Get vaccinated . < url >,négatif,rt < user > protect # # baby # flu season . stay # healthy . get vaccinated . < url >
A3EH83E1,"We have all but eradicated terrible disease with the use of vaccine , yet people are still stupid enough to refuse them for their kid ..",négatif,"eradicated terrible diseases use vaccines , yet people still stupid enough refuse kids .."
739FCP94,This person said it 's a `` proven fact '' that vaccine cause autism . Go read a fucking scholarly article you uneducated being .,négatif,person said 's `` proven fact '' vaccines cause autism . go read fucking scholarly article uneducated .
GA4RJQ2U,< user > # hippy # moron # uneducated # dipshits # vaccine # vaccination # conspiracytheory # autism < url >,négatif,< user > # hippies # morons # uneducated # dipshits # vaccine # vaccination # conspiracytheory # autism < url >
ZO1B6Q8W,"Based on chorus of cough , pretty certain everyone on this train ha measles . Or Ebola . Or both .",positif,"based chorus coughs , pretty certain everyone train measles . ebola . ."
9Q8FLT9Y,“ < user > The CDC report that every person who get the measles can spread it to 18 other people. ” Nice ! 😒,positif,“ < user > cdc reports every person gets measles spread 18 people. ” nice ! 😒
JMN392L8,< user > < user > Idiots wo n't use condom in risky situation . An AIDS vaccine would be a good start . Flu vaccine ca n't cover all,négatif,< user > < user > idiots wo n't use condoms risky situations . aids vaccine would good start . flu vaccine ca n't cover
Q1JP87JB,"< user > but honestly , Rogue would absorb poison immunity , Ivy would pas out , Poison Control show up # BennyHillSax",positif,"< user > honestly , rogue would absorb poison immunity , ivy would pass , poison control shows # bennyhillsax"
OYYEJLXW,"No flu shot , but other immunization at HEB school event this week : The folk at Hurst-Euless-Bedford school say ... < url >",positif,"flu shots , immunizations heb schools event week : folks hurst-euless-bedford schools say ... < url >"
995YO91Z,The # HPV vaccine could prevent 80-90 % of all cervical cancer case linked to HPV - it 's time to pas H.3204 and protect our child,négatif,# hpv vaccine could prevent 80-90 % cervical cancer cases linked hpv - 's time pass h.3204 protect children
E98EPQFK,2 Sides Face Off Over Vaccines In Public Schools : Opposing side of vaccination bill butted head Tuesday at a… < url >,négatif,2 sides face vaccines public schools : opposing sides vaccination bills butted heads tuesday a… < url >
GUXTMPUT,It 's a request to all celebrity to start Measles vaccine awareness program in Pak < user > < user > < user >,négatif,'s request celebrities start measles vaccines awareness program pak < user > < user > < user >
TXCNMGRH,# California approves # bill banning # child # vaccine exemption < url >,négatif,# california approves # bill banning # child # vaccine exemptions < url >
7CC0RWI0,< user > seems like you need to be vaccinated against foot in mouth disease,positif,< user > seems like need vaccinated foot mouth disease
V3FQ62JB,"Measles case confirmed in central Indiana : INDIANAPOLIS , Ind ( July 25 , 2014 ) –State health official have ... < url >",positif,"measles case confirmed central indiana : indianapolis , ind ( july 25 , 2014 ) –state health officials ... < url >"
R77QMVBP,SB28 [ NEW ] Require meningococcal immunization for school entry . < url >,positif,sb28 [ new ] require meningococcal immunization school entry . < url >
HAF6MNQ7,You are the disease . We are the vaccine . You are the disease . Oh love is the vaccine . # myhearttofear,positif,disease . vaccine . disease . oh love vaccine . # myhearttofear
1ZWVVRE9,< user > I want measles too,positif,< user > want measles
2UV0MS6C,`` < user > BREAKING NEWS : More than 30 baby in Northern California placed in isolation after possible exposure to measles . ( < user >,positif,`` < user > breaking news : 30 babies northern california placed isolation possible exposure measles . ( < user >
G2JY496X,Arrived at Ben Franklin HS to perform ! Let 's go ! # DeansLT # PickupLines # OnTour # Jennifair # MMR… < url >,positif,arrived ben franklin hs perform ! let 's go ! # deanslt # pickuplines # ontour # jennifair # mmr… < url >
GT9DGJLY,Facebook measles post go viral : A Canadian mother 's Facebook post -- speaking out against anti-vaccine activists… < url >,positif,facebook measles post goes viral : canadian mother 's facebook post -- speaking anti-vaccine activists… < url >
0OZ9QXWE,"Austerity is not a Vaccine to Crisis ... It is a Parasite with Pandemic Potential ! It Drains Life , Killing Slowly ! # OccupyColumbus",positif,"austerity vaccine crisis ... parasite pandemic potential ! drains life , killing slowly ! # occupycolumbus"
I1REM9RW,"Now my professor is talking about how the plague is going to come back , how vaccine kill baby and how the government lie # CrazyPerson",négatif,"professor talking plague going come back , vaccines kill babies government lies # crazyperson"
JF6F3H8V,“ < user > Measles contamination expands to second location < url > # vaccinate # vaccinate # vaccinate 😷,positif,“ < user > measles contamination expands second location < url > # vaccinate # vaccinate # vaccinate 😷
UGZJFRCX,Are you kidding me ! We WILL seek immunity on a civil lawsuit ! Somebody through 2 Shoes at Mark O'Mara 's Smug as face too ! Disgusting Face !,positif,kidding ! seek immunity civil lawsuits ! somebody 2 shoes mark o'mara 's smug ass face ! disgusting face !
HD8D4JOD,"< user > < user > She ha a Son with Autism , when born ? Allergies to food ? She need to learn how Vaccines and Glyphosate interact !",négatif,"< user > < user > son autism , born ? allergies food ? needs learn vaccines glyphosate interact !"
UJJ3MBNY,One woman dead in Collin County from the flu : She wa not immunized against the flu.The first flu-related death ... < url >,positif,one woman dead collin county flu : immunized flu.the first flu-related death ... < url >
7AIJX76B,Measles 'wake up call ' issued in Baltimore < url >,positif,measles 'wake call ' issued baltimore < url >
UYUFWXBK,< user > when do the Republicans start blaming Obamacare for the measles outbreak ? # inners # aca # gop,positif,< user > republicans start blaming obamacare measles outbreaks ? # inners # aca # gop
I7LC0SJF,"Flu vaccinated💉😷 # tookitlikeachamp # schoolobservationready @ Baptist Express Care Clinic at Walmart , … < url >",négatif,"flu vaccinated💉😷 # tookitlikeachamp # schoolobservationready @ baptist express care clinic walmart , … < url >"
KJH4WZCK,MMR playing South of Heaven . Nice . # Slayer,positif,mmr playing south heaven . nice . # slayer
5T7RMAPZ,HB2101 [ NEW ] Public finance ; Whistleblower Liberty Fund Act ; immunity ; award of fund ; effective date . < url >,positif,hb2101 [ new ] public finance ; whistleblower liberty fund act ; immunity ; award funds ; effective date . < url >
WBVLA1M9,“ < user > believe early childhood vaccination cause autism < url > < url > Power of baseless fear .,négatif,“ < user > believe early childhood vaccinations cause autism < url > < url > power baseless fear .
G50KDYYR,“ < user > I 'm hoping that someone who injects botulism into her forehead tell u how harmful vaccination are . # Oscars2015 ”,négatif,“ < user > 'm hoping someone injects botulism forehead tells us harmful vaccinations . # oscars2015 ”
61OAIAOX,“ < user > New research demonstrates how safe # vaccine are in # childhood < url >,négatif,“ < user > new research demonstrates safe # vaccines # childhood < url >
AEUQS00S,why is it even a question in 2015 if you should vaccinate your kid ? ! ? !,négatif,even question 2015 vaccinate kids ? ! ? !
9B20IH2G,< user > < user > < user > but vaccine only prevent disease if we can get the moron to take them . # idchat sorry . I get impatient.lol,négatif,< user > < user > < user > vaccines prevent disease get morons take . # idchat sorry . get impatient.lol
8E1XBZXG,< user > measles ? I 'm no where near Disneyland ! # badjoke,positif,< user > measles ? 'm near disneyland ! # badjoke
CJPNXU1U,"I know people who do n't want to vaccinate themselves/baby . And I 'm like , baby get whooping cough straight from the mother & amp ; it 's fatal .",négatif,"know people n't want vaccinate themselves/baby . 'm like , babies get whooping cough straight mother & amp ; 's fatal ."
8F7O00CJ,Vaccinations work . We do n't know what cause autism . That is all .,négatif,vaccinations work . n't know causes autism . .
PL60V1HD,Metro health dept . picking up mosquito trap 2day & amp ; taking them 2 state lab 4 West Nile virus testing . Remember 2 vaccinate your horse !,négatif,metro health dept . picking mosquito traps 2day & amp ; taking 2 state lab 4 west nile virus testing . remember 2 vaccinate horses !
WA3YKLUN,Baby is getting her vaccine = ( hate seeing her cry ...,négatif,baby getting vaccine = ( hate seeing cry ...
IKF5NVZ2,"< user > Except , of course , in the case where outbreak occurred b/c ppl recently vaccinated GOT the disease FROM the vaccine & amp ; spread it",négatif,"< user > except , course , cases outbreak occurred b/c ppl recently vaccinated got disease vaccine & amp ; spread"
WRV2N3R9,I still ca n't believe that people think vaccination cause autism . Like what ? What are u doing ? Shut ur mouth,négatif,still ca n't believe people think vaccination causes autism . like ? u ? shut ur mouth
Y1SEP5P6,AM-News : Whitman-Walker urge gay men to get meningitis vaccine : Whitman-Walker Health on Friday urged gay and ... < url >,négatif,am-news : whitman-walker urges gay men get meningitis vaccines : whitman-walker health friday urged gay ... < url >
ADN6E140,Not vaccinating your kid & lt ; & lt ; # FollowTheFacts 😊,négatif,vaccinating kids & lt ; & lt ; # followthefacts 😊
HBFDX99F,Docs in # KC # ClayCounty report first case of # measles in 20 year .,positif,docs # kc # claycounty report first case # measles 20 years .
TAYELLJZ,"The three M 's ... mumps , measles and midterm",positif,"three 's ... mumps , measles midterms"
OV2CNF6K,"When you find the man of your dream 3 year ago , let him go and he come back into your life . ( : he is my world & lt ; 3 I love him 😘😍😚 MMR ( :",positif,"find man dreams 3 years ago , let go comes back life . ( : world & lt ; 3 love 😘😍😚 mmr ( :"
NT1ACI84,"“ < user > On average , people who complain live longer -- Releasing this tension increase immunity and boost their health. ” < user >",positif,"“ < user > average , people complain live longer -- releasing tension increases immunity boosts health. ” < user >"
2IDLZUC8,a confirmed measles person visited central Florida .. But apparently did n't come to any of the theme park . Disneys offering free back to CMs,positif,confirmed measles person visited central florida .. apparently n't come theme parks . disneys offering free backs cms
YR5YY01G,"More measles case tied to Disneyland , Illinois day care : Health official say the number of U.S. measles cases… < url >",positif,"measles cases tied disneyland , illinois day care : health officials say number u.s. measles cases… < url >"
PBKKY44N,"We 've got a black Tri Triple Male # EnglishBulldog # Puppy available Vet Vaccinated , Health… < url >",positif,"'ve got black tri triple male # englishbulldog # puppy available vet vaccinated , health… < url >"
JVUK8R90,"CDC : A propaganda agency for the drug company ? Neurosurgeon Exposes Vaccines , CDC , FDA and Scien… : < url >",positif,"cdc : propaganda agency drug companies ? neurosurgeon exposes vaccines , cdc , fda scien… : < url >"
U1513M56,< user > that is just ridiculous that people have jeopardized other child by not vaccinating thier own # KeepKidsSafe # measlesvaccine,négatif,< user > ridiculous people jeopardized children vaccinating thier # keepkidssafe # measlesvaccine
G9OMSYCE,a vaccine is a dose of disease which help to make u immune to the real thing . God us our problem & amp ; pain to protect u in the same way,négatif,vaccine dose disease helps make us immune real thing . god uses problems & amp ; pain protect us way
R77IPOW2,< user > that 's because there 's no link between vaccine and autism !,négatif,< user > 's 's link vaccines autism !
ROSP5057,"# dfabhistory2day : 2/23/1954 . A group of child from Pittsburgh , PA receive 1st injection of new polio vaccine developed by Dr. Jonas Salk",négatif,"# dfabhistory2day : 2/23/1954 . group children pittsburgh , pa receive 1st injections new polio vaccine developed dr. jonas salk"
SII78XJN,Reading about newborn screening and immunization ...,positif,reading newborn screening immunizations ...
GJRG9TTL,". < user > great # vaccine PSA < url > `` Remember that time you got polio ? No , you do n't '' '' Get your ( bleep ) kid vaccinated ''",négatif,". < user > great # vaccine psa < url > `` remember time got polio ? , n't '' '' get ( bleep ) kid vaccinated ''"
QG5BS7U0,< user > Remember the immunization hypothesis of autism ? It 's not . It 's strep throat .,positif,< user > remember immunization hypothesis autism ? 's . 's strep throat .
9K1YQ4X4,WOW MY GRANDMA JUST TOLD ME IT LOOKS LIKE I HAVE THE MEASLES,positif,wow grandma told looks like measles
61NDOJJN,Doctors Warn of Measles Outbreak in U.S. : A resurgence of measles in the U.S. ha put Illinois doctor on alert ... < url >,positif,doctors warn measles outbreak u.s. : resurgence measles u.s. put illinois doctors alert ... < url >
I8QPF85L,"< user > it is difficult to find treatment for viral disease . Vaccination maybe , but that is a tremendous amount of work .",négatif,"< user > difficult find treatment viral diseases . vaccination maybe , tremendous amount work ."
PCYZDVYE,Benefits of music : - Stress relief - Boost immunity - Reduce heart disease - Enhances emotional strength - Boost self esteem,positif,benefits music : - stress relief - boost immunity - reduce heart disease - enhances emotional strength - boost self esteem
67YGUFZ2,< user > you got the measles from Disneyland 😱,positif,< user > got measles disneyland 😱
XUS1CH5L,We are very close to eradicating measles and polio # vaccineswork,négatif,close eradicating measles polio # vaccineswork
GSMEDVHP,"“ < user > 627 Africans die of Ebola , the world say there is no cure . 2 Americans fall ill of the same disease , a vaccine pop up ”",positif,"“ < user > 627 africans die ebola , world says cure . 2 americans fall ill disease , vaccine pops ”"
C4SMJTE4,Measles at `` my '' Stater Bros ? ! This is why I always use anti-bacterial wipe on my cart ! Sick people should just stay home ! Ugh !,positif,measles `` '' stater bros ? ! always use anti-bacterial wipes cart ! sick people stay home ! ugh !
6GPE5NLO,"MMR shot , lad . MMR shot . < user > < user > < user >",négatif,"mmr shot , lads . mmr shot . < user > < user > < user >"
8P51VN1A,Just took advantage of the free child 's immunization that Thurston County give each year . This is the way to go .,négatif,took advantage free children 's immunizations thurston county gives year . way go .
L97KQV6D,< user > < user > For sure we need to have better Health care for those who need it help heal the child and vaccine to fight illnes,négatif,< user > < user > sure need better health care need help heal children vaccines fight illnes
M4HQBD8G,I been around some real nigga all week # RRR # MMR # SRT10MG,positif,around real niggas week # rrr # mmr # srt10mg
H3D9G2GQ,< user > I wonder how many measles case can be tracked back to the `` undocumented '' ?,positif,< user > wonder many measles cases tracked back `` undocumented '' ?
